Region,Latitude,Longitude,Soil_Type,Soil_pH,Organic_Carbon,Clay_pct,Silt_pct,Sand_pct,Avg_Temp_C,Annual_Rainfall_mm,Humidity_pct,Sunlight_hours,Irrigation_Available,Water_Source,Elevation_m,Past_Crop,Yield_kg_per_ha,Suitable_Crop,Best_Planting_Month,Growing_Duration_days
Monaragala,6.34,80.38,Silty,6.2,0.85,26.6,25.7,37.1,30.9,1289,77,5.5,Yes,Well,112.5,Coconut,2915,Chilli,April,100
Jaffna,5.91,80.84,Sandy,6.7,1.83,23,21.7,25.1,26.4,1267,83,5.4,Yes,River,1074.9,Chilli,4270,Maize,June,180
Ratnapura,8.39,81,Silty,5.5,1.31,27.6,22.4,42.7,21.7,942,68,5.7,No,River,589.1,Tea,828,Vegetables,March,150
Kandy,7.91,80.9,Loam,5.7,1.63,17.8,49.8,35.9,24.4,1062,73,7.8,No,Well,1150.3,Groundnut,2919,Maize,June,115
Ratnapura,8.21,81.13,Clay,5.8,1.21,18.8,43.5,31.4,28.7,1909,72,8.3,Yes,Rainfed,670.7,Tea,3454,Chilli,April,110
Kandy,9,79.81,Sandy,5.9,1.04,27.4,47.7,26.8,22.1,1998,64,6.6,No,Rainfed,522.3,Coconut,3557,Onion,May,80
Ratnapura,8.42,79.99,Sandy,6.4,1.15,37.9,25.9,33.4,27.1,1759,75,7.8,No,River,679.6,Vegetables,4148,Coconut,April,100
Galle,6.58,81.45,Sandy,7,1.73,42,48.8,44.3,28.3,1215,79,5.8,No,Well,1124.1,Maize,816,Groundnut,June,90
Hambantota,7.31,81.1,Silty,7.3,1.51,34.9,24.3,43,24.1,1343,83,8.9,No,Rainfed,1353.8,Coconut,801,Tea,October,180
Hambantota,9.43,80.01,Loam,7.2,1.92,18.2,35.3,26.5,28.3,1713,81,6.4,Yes,Well,79.4,Tea,2547,Coconut,April,180
Monaragala,8.9,81.4,Sandy,5.9,1.58,35.2,44.9,25,30.6,1965,73,8.4,No,Well,788.5,Vegetables,908,Paddy,May,115
Polonnaruwa,8.07,80.26,Sandy,6.4,1.44,34.1,30.5,21.1,25.7,1401,78,8.8,No,River,54.1,Tea,4406,Maize,June,115
Matara,6.9,80.71,Clay,5.9,1.49,39.2,32.7,20.5,24.6,1812,80,8.5,No,Well,705.3,Onion,1622,Paddy,May,110
Hambantota,7.08,80.08,Clay,6,1.93,39.8,23.8,55.2,23,1973,72,5.3,Yes,Well,1328.5,Vegetables,2549,Tea,October,80
Hambantota,8.75,81.15,Loam,6.5,1.72,41,23.7,21.8,27.3,1861,63,7.6,No,Well,545.6,Maize,1026,Chilli,April,80
Nuwara_Eliya,9.22,81.07,Loam,5.6,0.73,27.4,38.6,49.2,30.6,1150,71,5.5,Yes,Rainfed,1399,Paddy,2732,Chilli,April,120
Nuwara_Eliya,8.52,80.2,Laterite,5.9,1.39,35.9,40.3,54.9,23.9,909,81,5,Yes,River,947.8,Maize,2206,Vegetables,March,110
Polonnaruwa,9.06,81.44,Clay,7.4,1.59,23,43.3,23.9,24.8,1441,75,5.2,No,River,1401.6,Paddy,965,Tea,October,110
Ampara,8.89,80.56,Laterite,6.4,1.67,45,36.7,37.5,24.9,1484,78,8.7,No,Well,1137,Groundnut,2040,Tea,October,100
Matara,6.48,80.36,Silty,6.4,0.98,20.3,39.4,58.5,26.7,1121,65,8.6,Yes,Well,159.6,Tea,2248,Paddy,May,365
Jaffna,7.55,80.09,Laterite,5.5,1.83,15.3,20.4,53.4,22.7,1213,84,5.9,Yes,Rainfed,350.6,Onion,4463,Paddy,May,100
Nuwara_Eliya,6.5,80.31,Sandy,6,1.94,19.5,24.9,39.6,29.9,1742,70,7.2,Yes,River,594.3,Vegetables,1569,Chilli,April,180
Jaffna,6.82,79.84,Laterite,7.2,1.01,38.3,49.5,50.5,23.5,1417,76,8.8,Yes,Rainfed,259.3,Chilli,2816,Chilli,April,90
Anuradhapura,9.29,80.91,Loam,5.8,1.85,28.4,22.3,53.3,28.5,1249,60,7,No,River,744.9,Chilli,4453,Groundnut,June,110
Nuwara_Eliya,7.74,81.4,Silty,6.3,0.83,28.4,40.4,33.9,26.2,1585,63,6.6,Yes,Rainfed,709.7,Coconut,3730,Paddy,May,80
Galle,7.99,80.84,Sandy,5.5,0.77,43.7,25.3,55.7,27,1618,80,6.9,No,Well,1434.6,Maize,4475,Groundnut,June,115
Ampara,6.6,80.22,Laterite,6.5,0.87,42.6,41.5,38.8,22.2,1746,84,8.2,No,Rainfed,653.4,Vegetables,4383,Tea,October,90
Matara,7.12,79.86,Silty,5.5,0.78,24.3,41.2,41.1,28.8,1072,68,6.9,Yes,Well,1179.5,Maize,2611,Paddy,May,80
Polonnaruwa,6.8,80.21,Silty,7.1,1.8,21.3,27,60,22.3,1716,61,8.1,No,River,1413.2,Vegetables,3377,Tea,October,80
Anuradhapura,6.7,80.59,Sandy,7.1,0.78,40.5,28.1,53.7,21.4,1559,69,6.7,Yes,River,1316.1,Chilli,1209,Maize,June,90
Matara,8.39,81.24,Laterite,7.1,1.05,42.2,39.6,34.5,26.6,963,60,6,Yes,Well,317,Paddy,2432,Paddy,May,115
Monaragala,6.9,80.16,Silty,6.1,0.83,31.2,31.7,20.4,28.5,1755,65,6.3,Yes,River,746.6,Maize,3793,Paddy,May,365
Galle,8.36,81.17,Silty,7.2,1.08,33.9,25.8,45,20.6,1321,79,5.3,No,Rainfed,524.9,Paddy,2670,Onion,May,120
Matara,6.13,81.45,Clay,6.6,0.82,22.7,42,48.2,20.8,1263,83,7,No,Well,602.8,Paddy,3400,Maize,June,110
Galle,6.45,80.66,Silty,6.2,1.57,39,24.6,46,29.6,1393,62,5.6,Yes,River,544.4,Paddy,3559,Paddy,May,100
Galle,6.97,81.36,Clay,6.8,0.87,34,45.7,58.7,29.7,1281,74,8.2,No,Rainfed,1240.4,Paddy,1738,Paddy,May,180
Jaffna,8.23,80.85,Laterite,5.5,1.81,30.1,35.4,54.5,22.9,1272,66,6.7,No,Rainfed,680.9,Onion,4040,Groundnut,June,100
Ratnapura,8.54,81.01,Laterite,5.8,1.76,16.8,23.2,38,27.4,1789,63,8.1,No,River,787.9,Coconut,2501,Paddy,May,80
Monaragala,7.63,80.8,Laterite,7,0.72,42.5,40.8,22.5,25.3,1037,65,8.8,No,River,1473.8,Coconut,1578,Onion,May,110
Anuradhapura,7.64,80.68,Loam,6,1.86,33.5,35.6,39,27.6,1968,74,8.4,No,Rainfed,94.7,Onion,4002,Vegetables,March,115
Matara,8.73,80.25,Laterite,6.7,0.74,20.8,28.9,47.6,30.4,1510,62,8.8,Yes,Well,734.5,Chilli,2346,Paddy,May,115
Kandy,5.96,80.38,Silty,6.3,1.01,33.2,32.7,44.3,21,1101,71,7.3,No,River,1162.2,Vegetables,3576,Tea,October,115
Anuradhapura,7.23,80.35,Sandy,7.2,0.74,35.3,29,41.5,29.3,1044,63,5.7,No,River,231,Coconut,2828,Chilli,April,180
Ratnapura,9.09,80.87,Clay,7.4,1.14,30.8,27.9,38.8,25.9,1551,67,8.7,Yes,Well,919.2,Vegetables,2213,Paddy,May,180
Anuradhapura,8.25,80.03,Loam,7.3,1.37,36.5,24.9,31.8,26.8,1596,65,8.5,No,Well,363,Groundnut,3797,Maize,June,110
Hambantota,7.22,81.54,Laterite,6,1.74,32.4,30.9,31.1,27.8,958,82,8.5,No,River,1301.8,Onion,2963,Coconut,April,365
Kandy,9.43,81.17,Laterite,5.9,1.14,43.4,27.5,40,31.1,1167,78,7.8,No,Well,494,Maize,2245,Maize,June,80
Ratnapura,8.91,80.56,Sandy,6.4,1.62,16.6,40.5,26.4,20.7,1775,82,7.5,Yes,Rainfed,496.9,Groundnut,1206,Maize,June,115
Jaffna,6.93,80.1,Sandy,5.5,0.94,18.2,40.5,33.6,20.4,955,70,5.1,No,Rainfed,899.3,Onion,4113,Chilli,April,115
Matara,8.42,81.48,Loam,5.6,1.68,20.2,35.1,33,22.1,1841,68,8,No,Rainfed,279.4,Coconut,931,Onion,May,115
Ampara,8.22,81.37,Clay,6.6,1.01,35.7,43.3,43.5,31.8,1624,70,5.4,Yes,River,430.9,Maize,3994,Coconut,April,180
Kurunegala,7.46,81.17,Laterite,6.5,0.89,34.4,45.2,22.7,28.6,1378,60,6,Yes,Well,627.9,Vegetables,2132,Coconut,April,365
Ratnapura,7.33,80.32,Loam,7.5,0.94,41.8,37.4,53.2,27.4,1281,78,7.2,No,Rainfed,533.7,Maize,3166,Maize,June,100
Polonnaruwa,7.24,80.56,Silty,5.9,0.94,37,38.6,42.5,20.6,921,69,6.8,Yes,Well,789.7,Vegetables,4212,Paddy,May,365
Matara,8.31,80,Silty,6,1.37,30.3,28.5,46.8,30.5,1808,68,5.1,Yes,Rainfed,901.5,Paddy,1361,Tea,October,180
Monaragala,7.63,80.16,Loam,5.7,1.8,44.8,46.8,48.1,29.8,1057,75,8.3,Yes,Well,852.2,Chilli,2898,Chilli,April,100
Ratnapura,9.14,81.29,Laterite,7.3,0.8,23,20.7,31.7,28,1240,71,8.5,No,Rainfed,983,Paddy,3628,Onion,May,90
Hambantota,8.51,81.16,Loam,7.1,1.62,40,30.5,38.8,24.1,1526,85,7.7,No,Rainfed,465.1,Onion,3603,Maize,June,110
Kurunegala,6.17,80.93,Laterite,7.1,1.55,27.8,41.7,58.2,20.8,1171,69,7.2,Yes,Rainfed,194,Paddy,2745,Coconut,April,90
Hambantota,8.4,81.5,Sandy,7.3,1.83,34.5,22.4,50.7,27,1447,75,8.8,Yes,Rainfed,1142.4,Groundnut,3112,Maize,June,110
Kurunegala,6.96,80.91,Loam,6.5,1.02,36.8,25.5,58.8,28.6,1790,68,5.5,Yes,Rainfed,1276.9,Vegetables,3603,Coconut,April,115
Monaragala,8.21,80.69,Laterite,6.4,1.29,34,37.7,49.9,21.1,1418,85,8,Yes,Rainfed,389.2,Vegetables,3912,Maize,June,90
Ampara,8.55,80.45,Loam,6.2,1.9,19.2,36.8,27,27.6,1944,71,5.5,No,Rainfed,613.6,Coconut,3619,Onion,May,180
Polonnaruwa,6.8,81.59,Loam,6.7,1.56,28.3,42.2,22.6,23.4,1832,76,6.5,Yes,Rainfed,750.4,Vegetables,2110,Maize,June,80
Matara,7.68,79.96,Laterite,6.4,1.21,31.8,44.4,43.1,29.2,1266,63,7.3,No,Rainfed,802.3,Groundnut,4488,Paddy,May,100
Jaffna,6.64,81.57,Laterite,6.4,0.87,40.5,23.9,34.3,26.5,1340,78,7.9,Yes,Well,990.9,Coconut,2408,Onion,May,150
Hambantota,6.1,81.37,Clay,7.4,1.04,28.3,20.6,31,21.5,1366,67,5,No,Well,67.2,Groundnut,891,Tea,October,80
Hambantota,7.38,80.05,Loam,7.5,1.46,42.6,40.7,52.3,26.3,1589,71,6,No,River,1083.6,Maize,2142,Maize,June,90
Galle,7.32,80.87,Silty,7.1,1.63,28.2,29,34.7,24.7,1215,82,7.2,Yes,Rainfed,97.6,Coconut,1273,Chilli,April,100
Kurunegala,9.78,81.45,Loam,7,0.86,31.5,38.8,32.7,22.2,1966,84,7.1,No,Well,705.1,Vegetables,1249,Onion,May,90
Nuwara_Eliya,7.64,80.89,Loam,6.9,1.48,38.9,24.5,54,30.1,1570,71,7.6,No,Well,1242.4,Coconut,1842,Coconut,April,90
Ampara,7.2,81.52,Laterite,5.8,1.42,32.5,34.1,53.9,20.1,1339,81,6.2,No,Well,679.6,Groundnut,997,Coconut,April,120
Matara,8.16,81.59,Loam,5.6,1.37,43.8,35.1,34.3,23.7,1610,61,7.2,Yes,Well,227.9,Tea,3347,Coconut,April,150
Kurunegala,6.25,80.6,Loam,6.9,1.6,34.8,37.6,53.3,20.2,1335,81,5.8,No,Well,1477.6,Maize,1074,Maize,June,120
Galle,9.65,80.52,Silty,7,1.79,30.7,35.4,54,21.2,1800,76,5.7,No,Well,1334.5,Onion,1552,Tea,October,120
Anuradhapura,8.38,81.58,Laterite,5.6,1.12,15.7,34.9,37,23.6,1525,72,7.3,Yes,River,1158.1,Vegetables,1144,Tea,October,365
Kurunegala,8.84,81.08,Loam,7.4,1.86,27.4,30,22.7,20.7,946,82,7.7,Yes,Well,620.2,Maize,1034,Chilli,April,180
Jaffna,6.56,80.02,Sandy,5.7,0.91,24,22.1,20.1,27.2,1094,81,5.5,No,River,279.8,Vegetables,1791,Maize,June,180
Matara,7.5,79.88,Clay,6.1,0.92,37.4,22.7,40.9,21,1851,67,5.5,No,River,1412.4,Onion,2916,Tea,October,120
Ampara,7.55,80.87,Silty,6.8,1.05,21.2,33,33.8,28.4,1519,80,7.3,Yes,Rainfed,800.9,Tea,4369,Paddy,May,115
Galle,9.11,81.57,Loam,5.8,0.86,21.2,30.7,59.9,20.6,1945,62,6.1,Yes,Rainfed,1279.3,Groundnut,4040,Tea,October,365
Anuradhapura,5.9,81.4,Sandy,5.6,1,20.7,35.5,50.9,20.7,980,81,6.6,No,Rainfed,516.4,Groundnut,4041,Chilli,April,90
Kandy,7.07,81.08,Loam,6.2,0.84,18.8,29.1,50.5,23.7,1225,77,6.6,No,Well,506.3,Maize,1451,Maize,June,150
Galle,9.73,80.06,Loam,7,1.77,24.3,40.6,58.2,30.8,1113,62,5.7,Yes,Rainfed,1478.4,Groundnut,1780,Chilli,April,120
Kandy,7.75,80.28,Laterite,6.3,0.88,41.6,45.9,55.5,27.7,1509,77,5,Yes,Well,785.1,Chilli,1083,Paddy,May,150
Matara,7.39,81.46,Laterite,6.8,1.67,38.2,29,32.7,29.2,1321,75,8.4,No,Well,215.3,Chilli,3680,Groundnut,June,110
Hambantota,6.37,80.15,Laterite,6.7,0.76,37.1,25.8,26.6,21.7,1073,75,7.9,No,Rainfed,333.4,Vegetables,1058,Groundnut,June,365
Galle,9.7,80.33,Sandy,5.5,1.93,38.9,23.5,49.8,30,1607,67,7.8,Yes,Rainfed,725.5,Onion,2860,Tea,October,150
Polonnaruwa,5.98,80.05,Loam,7.5,1.62,23.1,38.5,35.1,20.1,1490,67,7.2,No,River,68.5,Tea,1717,Maize,June,90
Kandy,8.78,81.08,Clay,5.6,0.71,41.6,33.3,38.9,22.6,1202,79,7.8,No,River,696.5,Vegetables,1701,Maize,June,110
Jaffna,8.9,81.59,Silty,7.4,1.69,19.1,25.6,45.2,27.4,1428,66,8.7,No,Well,631.3,Coconut,4466,Paddy,May,115
Polonnaruwa,6.85,80.31,Laterite,6.6,1.37,25.1,39.6,56.3,24.5,1720,71,7.7,No,Well,1170.1,Vegetables,3600,Tea,October,90
Ratnapura,8.52,80.7,Laterite,7.4,1.71,32.6,24.5,36.8,31.8,1126,77,6.1,Yes,Rainfed,535.6,Chilli,3897,Maize,June,180
Ratnapura,6.26,81.01,Loam,5.7,1.38,18.1,36.6,51.3,20.4,1222,62,7.3,Yes,Rainfed,1473.9,Vegetables,2916,Maize,June,80
Anuradhapura,6.9,81.7,Loam,6.5,1.53,36.9,35.8,30.7,32,1281,75,6.8,No,River,275.3,Onion,4023,Groundnut,June,100
Ampara,8.97,80,Sandy,5.8,1.72,26.6,42,47.9,27.5,1721,75,7.2,No,Rainfed,888.5,Vegetables,3188,Chilli,April,80
Hambantota,9.27,80.75,Sandy,5.6,1.23,38.5,21.7,20.1,26.7,1832,77,7.1,No,Well,139.1,Groundnut,4301,Maize,June,115
Matara,8.27,80.53,Laterite,6.7,0.7,29.8,46.6,54.9,20.7,1314,69,8.4,No,Rainfed,1102.1,Tea,1841,Tea,October,180
Galle,7.88,81.45,Loam,5.9,1.8,20.4,41.1,21.2,23.3,1226,71,7.6,Yes,River,1492.2,Onion,3003,Maize,June,150
Nuwara_Eliya,6.52,80.7,Clay,6.7,1.2,37,26.5,48.5,31.1,1878,68,5.8,No,Well,1229.6,Onion,3353,Groundnut,June,365
Jaffna,6.15,80.01,Silty,5.7,1.34,22.6,25.5,21.9,24.3,1999,80,5.3,No,River,835.8,Chilli,2254,Groundnut,June,90
Kandy,6.36,81.01,Loam,6.2,0.71,29.7,32.9,30.6,27.9,1637,63,6.7,Yes,River,729.7,Paddy,4055,Vegetables,March,180
Matara,6.79,81.26,Loam,7.1,1.34,17.3,44.5,39.9,32,1989,84,5.1,Yes,Well,1253.4,Tea,4425,Coconut,April,180
Polonnaruwa,7.23,79.81,Sandy,6.4,1.98,33.5,45.3,36.8,23.2,1626,76,6.3,No,River,1404.3,Maize,2627,Tea,October,120
Monaragala,7.39,81.43,Silty,6.8,1.06,35,35.6,27.7,26.9,1707,82,6.5,Yes,Rainfed,1483.9,Onion,2245,Paddy,May,100
Ratnapura,7.25,80.15,Laterite,6.8,1.21,26.4,45.8,33.4,28.4,1328,71,6.5,Yes,Rainfed,597.8,Chilli,2546,Coconut,April,90
Monaragala,6.83,80.85,Loam,7.2,1.59,43.6,20.2,49.1,22,1376,68,8.9,No,River,1486.4,Maize,3955,Maize,June,180
Jaffna,7.89,80.59,Laterite,6.1,1.76,41.2,21.1,46.8,21.8,1059,83,6.2,No,Rainfed,238.1,Tea,3188,Chilli,April,120
Nuwara_Eliya,9.12,81.17,Loam,6.9,1.24,36.2,47.4,22.9,25.5,1805,62,6.1,Yes,River,384.1,Chilli,966,Tea,October,110
Galle,6.99,80.51,Laterite,7.4,1.1,36.4,43.3,49.9,24.6,1924,63,5.5,No,Rainfed,138.1,Maize,2806,Chilli,April,115
Anuradhapura,9.58,81.45,Silty,7,1.92,22.6,33.5,22.1,28.6,1586,67,7,Yes,River,411.2,Vegetables,864,Paddy,May,115
Nuwara_Eliya,9.31,81.19,Sandy,6.5,1.58,34.7,42.6,41.7,20.8,1278,84,5.6,Yes,Rainfed,1153.1,Coconut,3681,Maize,June,365
Jaffna,6.53,81.03,Silty,6.8,0.85,20.9,48.7,30.4,31.7,1069,76,7.5,Yes,Well,1280.1,Onion,2015,Onion,May,365
Nuwara_Eliya,8.97,81.31,Clay,7,0.79,19.3,43.2,43.5,20.2,1192,74,5.6,No,Well,1169.4,Coconut,2546,Tea,October,180
Jaffna,8.14,81.23,Sandy,6.7,1.33,45,45.3,30.5,27.2,1181,78,7.3,No,Rainfed,948.4,Paddy,3755,Maize,June,180
Jaffna,8.11,79.87,Silty,5.5,0.99,33.7,42.8,59.4,26.8,1575,70,8.3,Yes,River,773.4,Groundnut,972,Paddy,May,90
Kurunegala,7.43,80.55,Clay,5.9,1.03,27.9,25,32.4,21.6,1940,79,5.2,Yes,Rainfed,1064.5,Tea,1387,Tea,October,100
